race_id,office,fund_margin,fund_sd_idio,fund_nat_loading,fund_sd_total,provenance
H-AL-01,House,-26.817419064369897,6.541917181697197,0.7867245413787479,7.416313022262105,fixture
H-AL-02,House,-21.56985282510308,6.541917181697197,0.7867245413787479,7.416313022262105,fixture
H-AL-03,House,-33.71360600181576,6.541917181697197,0.7867245413787479,7.416313022262105,fixture
H-AL-04,House,-57.98689867721686,6.541917181697197,0.7867245413787479,7.416313022262105,fixture
H-AL-05,House,-27.15873519808338,6.541917181697197,0.7867245413787479,7.416313022262105,fixture
H-AL-06,House,-30.76981549270165,6.541917181697197,0.7867245413787479,7.416313022262105,fixture
H-AL-07,House,36.96368173042082,6.541917181697197,0.7867245413787479,7.416313022262105,fixture
H-AK-01,House,-10.7701800933498,6.541917181697197,0.7867245413787479,7.416313022262105,fixture
H-AZ-01,House,-3.152346208051002,6.541917181697197,0.7867245413787479,7.416313022262105,fixture
H-AZ-02,House,-11.23020997437515,6.541917181697197,0.7867245413787479,7.416313022262105,fixture
H-AZ-03,House,51.47832810500353,6.541917181697197,0.7867245413787479,7.416313022262105,fixture
H-AZ-04,House,11.292751036697195,6.541917181697197,0.7867245413787479,7.416313022262105,fixture
H-AZ-05,House,-19.51321241300546,6.541917181697197,0.7867245413787479,7.416313022262105,fixture
H-AZ-06,House,-3.54705530767115,6.541917181697197,0.7867245413787479,7.416313022262105,fixture
H-AZ-07,House,35.33034236427581,6.541917181697197,0.7867245413787479,7.416313022262105,fixture
H-AZ-08,House,-17.280227521017117,6.541917181697197,0.7867245413787479,7.416313022262105,fixture
H-AZ-09,House,-28.169372984925364,6.541917181697197,0.7867245413787479,7.416313022262105,fixture
H-AR-01,House,-37.77722836899184,6.541917181697197,0.7867245413787479,7.416313022262105,fixture
H-AR-02,House,-12.897639563995462,6.541917181697197,0.7867245413787479,7.416313022262105,fixture
H-AR-03,House,-23.901651396241693,6.541917181697197,0.7867245413787479,7.416313022262105,fixture
H-AR-04,House,-33.55825278970359,6.541917181697197,0.7867245413787479,7.416313022262105,fixture
H-CA-01,House,27.192228073088632,8.876749428263986,0.7867245413787479,9.539481057383282,fixture
H-CA-02,House,34.133525299557704,8.876749428263986,0.7867245413787479,9.539481057383282,fixture
H-CA-03,House,30.662876686323166,8.876749428263986,0.7867245413787479,9.539481057383282,fixture
H-CA-04,House,34.133525299557704,8.876749428263986,0.7867245413787479,9.539481057383282,fixture
H-CA-05,House,27.192228073088632,8.876749428263986,0.7867245413787479,9.539481057383282,fixture
H-CA-06,House,34.133525299557704,8.876749428263986,0.7867245413787479,9.539481057383282,fixture
H-CA-07,House,34.133525299557704,8.876749428263986,0.7867245413787479,9.539481057383282,fixture
H-CA-08,House,34.133525299557704,8.876749428263986,0.7867245413787479,9.539481057383282,fixture
H-CA-09,House,34.133525299557704,8.876749428263986,0.7867245413787479,9.539481057383282,fixture
H-CA-10,House,34.133525299557704,8.876749428263986,0.7867245413787479,9.539481057383282,fixture
H-CA-11,House,34.133525299557704,8.876749428263986,0.7867245413787479,9.539481057383282,fixture
H-CA-12,House,34.133525299557704,8.876749428263986,0.7867245413787479,9.539481057383282,fixture
H-CA-13,House,34.133525299557704,8.876749428263986,0.7867245413787479,9.539481057383282,fixture
H-CA-14,House,34.133525299557704,8.876749428263986,0.7867245413787479,9.539481057383282,fixture
H-CA-15,House,34.133525299557704,8.876749428263986,0.7867245413787479,9.539481057383282,fixture
H-CA-16,House,34.133525299557704,8.876749428263986,0.7867245413787479,9.539481057383282,fixture
H-CA-17,House,34.133525299557704,8.876749428263986,0.7867245413787479,9.539481057383282,fixture
H-CA-18,House,34.133525299557704,8.876749428263986,0.7867245413787479,9.539481057383282,fixture
H-CA-19,House,34.133525299557704,8.876749428263986,0.7867245413787479,9.539481057383282,fixture
H-CA-20,House,27.192228073088632,8.876749428263986,0.7867245413787479,9.539481057383282,fixture
H-CA-21,House,34.133525299557704,8.876749428263986,0.7867245413787479,9.539481057383282,fixture
H-CA-22,House,27.192228073088632,8.876749428263986,0.7867245413787479,9.539481057383282,fixture
H-CA-23,House,27.192228073088632,8.876749428263986,0.7867245413787479,9.539481057383282,fixture
H-CA-24,House,34.133525299557704,8.876749428263986,0.7867245413787479,9.539481057383282,fixture
H-CA-25,House,34.133525299557704,8.876749428263986,0.7867245413787479,9.539481057383282,fixture
H-CA-26,House,34.133525299557704,8.876749428263986,0.7867245413787479,9.539481057383282,fixture
H-CA-27,House,34.133525299557704,8.876749428263986,0.7867245413787479,9.539481057383282,fixture
H-CA-28,House,34.133525299557704,8.876749428263986,0.7867245413787479,9.539481057383282,fixture
H-CA-29,House,34.133525299557704,8.876749428263986,0.7867245413787479,9.539481057383282,fixture
H-CA-30,House,34.133525299557704,8.876749428263986,0.7867245413787479,9.539481057383282,fixture
H-CA-31,House,34.133525299557704,8.876749428263986,0.7867245413787479,9.539481057383282,fixture
H-CA-32,House,34.133525299557704,8.876749428263986,0.7867245413787479,9.539481057383282,fixture
H-CA-33,House,34.133525299557704,8.876749428263986,0.7867245413787479,9.539481057383282,fixture
H-CA-34,House,34.133525299557704,8.876749428263986,0.7867245413787479,9.539481057383282,fixture
H-CA-35,House,34.133525299557704,8.876749428263986,0.7867245413787479,9.539481057383282,fixture
H-CA-36,House,34.133525299557704,8.876749428263986,0.7867245413787479,9.539481057383282,fixture
H-CA-37,House,34.133525299557704,8.876749428263986,0.7867245413787479,9.539481057383282,fixture
H-CA-38,House,34.133525299557704,8.876749428263986,0.7867245413787479,9.539481057383282,fixture
H-CA-39,House,34.133525299557704,8.876749428263986,0.7867245413787479,9.539481057383282,fixture
H-CA-40,House,27.192228073088632,8.876749428263986,0.7867245413787479,9.539481057383282,fixture
H-CA-41,House,27.192228073088632,8.876749428263986,0.7867245413787479,9.539481057383282,fixture
H-CA-42,House,34.133525299557704,8.876749428263986,0.7867245413787479,9.539481057383282,fixture
H-CA-43,House,34.133525299557704,8.876749428263986,0.7867245413787479,9.539481057383282,fixture
H-CA-44,House,34.133525299557704,8.876749428263986,0.7867245413787479,9.539481057383282,fixture
H-CA-45,House,34.133525299557704,8.876749428263986,0.7867245413787479,9.539481057383282,fixture
H-CA-46,House,34.133525299557704,8.876749428263986,0.7867245413787479,9.539481057383282,fixture
H-CA-47,House,34.133525299557704,8.876749428263986,0.7867245413787479,9.539481057383282,fixture
H-CA-48,House,27.192228073088632,8.876749428263986,0.7867245413787479,9.539481057383282,fixture
H-CA-49,House,34.133525299557704,8.876749428263986,0.7867245413787479,9.539481057383282,fixture
H-CA-50,House,34.133525299557704,8.876749428263986,0.7867245413787479,9.539481057383282,fixture
H-CA-51,House,34.133525299557704,8.876749428263986,0.7867245413787479,9.539481057383282,fixture
H-CA-52,House,34.133525299557704,8.876749428263986,0.7867245413787479,9.539481057383282,fixture
H-CO-01,House,61.84594206507144,6.541917181697197,0.7867245413787479,7.416313022262105,fixture
H-CO-02,House,40.78017819778468,6.541917181697197,0.7867245413787479,7.416313022262105,fixture
H-CO-03,House,-10.524220636062667,6.541917181697197,0.7867245413787479,7.416313022262105,fixture
H-CO-04,House,-20.832722299133135,6.541917181697197,0.7867245413787479,7.416313022262105,fixture
H-CO-05,House,-13.84745301723059,6.541917181697197,0.7867245413787479,7.416313022262105,fixture
H-CO-06,House,25.65091068042359,6.541917181697197,0.7867245413787479,7.416313022262105,fixture
H-CO-07,House,15.488941478209004,6.541917181697197,0.7867245413787479,7.416313022262105,fixture
H-CO-08,House,0.5825350283756752,6.541917181697197,0.7867245413787479,7.416313022262105,fixture
H-CT-01,House,29.256083508059934,6.541917181697197,0.7867245413787479,7.416313022262105,fixture
H-CT-02,House,12.683820290380414,6.541917181697197,0.7867245413787479,7.416313022262105,fixture
H-CT-03,House,21.11986469170019,6.541917181697197,0.7867245413787479,7.416313022262105,fixture
H-CT-04,House,31.852669230067757,6.541917181697197,0.7867245413787479,7.416313022262105,fixture
H-CT-05,House,12.327490912553646,6.541917181697197,0.7867245413787479,7.416313022262105,fixture
H-DE-01,House,23.012718706089263,6.541917181697197,0.7867245413787479,7.416313022262105,fixture
H-FL-01,House,-32.748826338440125,6.541917181697197,0.7867245413787479,7.416313022262105,fixture
H-FL-02,House,-12.506185215292104,6.541917181697197,0.7867245413787479,7.416313022262105,fixture
H-FL-03,House,-14.063790478457095,6.541917181697197,0.7867245413787479,7.416313022262105,fixture
H-FL-04,House,-11.377652072264718,6.541917181697197,0.7867245413787479,7.416313022262105,fixture
H-FL-05,House,-18.886409471275492,6.541917181697197,0.7867245413787479,7.416313022262105,fixture
H-FL-06,House,-23.129400597068287,6.541917181697197,0.7867245413787479,7.416313022262105,fixture
H-FL-07,House,-10.13297323683957,6.541917181697197,0.7867245413787479,7.416313022262105,fixture
H-FL-08,House,-18.63016838753734,6.541917181697197,0.7867245413787479,7.416313022262105,fixture
H-FL-09,House,24.938938620772724,6.541917181697197,0.7867245413787479,7.416313022262105,fixture
H-FL-10,House,37.20868169466311,6.541917181697197,0.7867245413787479,7.416313022262105,fixture
H-FL-11,House,-15.164319594087699,6.541917181697197,0.7867245413787479,7.416313022262105,fixture
H-FL-12,House,-29.003163034091973,6.541917181697197,0.7867245413787479,7.416313022262105,fixture
H-FL-13,House,-8.470736197814835,6.541917181697197,0.7867245413787479,7.416313022262105,fixture
H-FL-14,House,23.072630580624075,6.541917181697197,0.7867245413787479,7.416313022262105,fixture
H-FL-15,House,-3.7026154692635815,6.541917181697197,0.7867245413787479,7.416313022262105,fixture
H-FL-16,House,-9.039687353018014,6.541917181697197,0.7867245413787479,7.416313022262105,fixture
H-FL-17,House,-18.029478707498164,6.541917181697197,0.7867245413787479,7.416313022262105,fixture
H-FL-18,House,-24.546289620452104,6.541917181697197,0.7867245413787479,7.416313022262105,fixture
H-FL-19,House,-21.784699315116423,6.541917181697197,0.7867245413787479,7.416313022262105,fixture
H-FL-20,House,52.684107490373925,6.541917181697197,0.7867245413787479,7.416313022262105,fixture
H-FL-21,House,-9.818099602626384,6.541917181697197,0.7867245413787479,7.416313022262105,fixture
H-FL-22,House,22.797726416484434,6.541917181697197,0.7867245413787479,7.416313022262105,fixture
H-FL-23,House,18.206051755480964,6.541917181697197,0.7867245413787479,7.416313022262105,fixture
H-FL-24,House,57.8822480764765,6.541917181697197,0.7867245413787479,7.416313022262105,fixture
H-FL-25,House,26.81734379872194,6.541917181697197,0.7867245413787479,7.416313022262105,fixture
H-FL-26,House,-9.823273339632847,6.541917181697197,0.7867245413787479,7.416313022262105,fixture
H-FL-27,House,3.752018714379046,6.541917181697197,0.7867245413787479,7.416313022262105,fixture
H-FL-28,House,-0.6942915274487054,6.541917181697197,0.7867245413787479,7.416313022262105,fixture
H-GA-01,House,-15.381531887208022,6.541917181697197,0.7867245413787479,7.416313022262105,fixture
H-GA-02,House,13.96367865609058,6.541917181697197,0.7867245413787479,7.416313022262105,fixture
H-GA-03,House,-32.515161561639246,6.541917181697197,0.7867245413787479,7.416313022262105,fixture
H-GA-04,House,56.978970035915836,6.541917181697197,0.7867245413787479,7.416313022262105,fixture
H-GA-05,House,66.29844131924222,6.541917181697197,0.7867245413787479,7.416313022262105,fixture
H-GA-06,House,-12.881934914758059,6.541917181697197,0.7867245413787479,7.416313022262105,fixture
H-GA-07,House,18.085021108945494,6.541917181697197,0.7867245413787479,7.416313022262105,fixture
H-GA-08,House,-29.544937959819404,6.541917181697197,0.7867245413787479,7.416313022262105,fixture
H-GA-09,House,-40.39927828386601,6.541917181697197,0.7867245413787479,7.416313022262105,fixture
H-GA-10,House,-26.334304909501174,6.541917181697197,0.7867245413787479,7.416313022262105,fixture
H-GA-11,House,-19.656007554383766,6.541917181697197,0.7867245413787479,7.416313022262105,fixture
