race_id,office,state,polled,n_polls,weak_lean,hier_margin,hier_sd,hier_sd_idio,poll_weight_in_hier,nat_dev_mean,provenance
H-AL-01,House,AL,False,,False,-27.97982613279642,6.900653368060201,6.666128459161813,0.0,-1.5009219858533234,fixture
H-AL-02,House,AL,False,,False,-22.81937518441747,7.134780252053549,6.845484427590446,0.0,-1.5009219858533234,fixture
H-AL-03,House,AL,False,,False,-34.69302016219142,7.212506234813647,6.9237858964275105,0.0,-1.5009219858533234,fixture
H-AL-04,House,AL,False,,False,-59.133903783224895,7.059453332572256,6.718573439377398,0.0,-1.5009219858533234,fixture
H-AL-05,House,AL,False,,False,-28.34338482064944,7.159319326487215,6.82007607737095,0.0,-1.5009219858533234,fixture
H-AL-06,House,AL,False,,False,-31.825599878907944,6.964292951793395,6.719711963467811,0.0,-1.5009219858533234,fixture
H-AL-07,House,AL,False,,False,35.905451141499015,7.05649986439969,6.729981517337917,0.0,-1.5009219858533234,fixture
H-AK-01,House,AK,True,1.0,False,-7.05840950551304,4.911471602738284,4.469566441294738,0.4363452241713405,-1.5009219858533234,fixture
H-AZ-01,House,AZ,True,2.0,False,-9.300546837121626,4.068284276308966,3.4704607491973056,0.6132658703182108,-1.5009219858533234,fixture
H-AZ-02,House,AZ,True,1.0,False,-11.880399430326637,5.18749932704796,4.757607178039305,0.3712094253966379,-1.5009219858533234,fixture
H-AZ-03,House,AZ,False,,False,49.68058771703855,7.081218525867233,6.776635708266129,0.0,-1.5009219858533234,fixture
H-AZ-04,House,AZ,True,5.0,False,4.324494092428497,3.296803505811408,2.5473684648206087,0.7460337285276488,-1.5009219858533234,fixture
H-AZ-05,House,AZ,False,,False,-21.419859588895957,7.1617437143208535,6.8104358355066985,0.0,-1.5009219858533234,fixture
H-AZ-06,House,AZ,True,2.0,False,-7.783137588634373,4.476697087908421,3.9824413229698705,0.531720296448192,-1.5009219858533234,fixture
H-AZ-07,House,AZ,False,,False,33.60817304483566,6.91901427094122,6.668318559820266,0.0,-1.5009219858533234,fixture
H-AZ-08,House,AZ,True,1.0,False,-19.93696417821831,5.0243723831940095,4.570321139090917,0.4101337393162561,-1.5009219858533234,fixture
H-AZ-09,House,AZ,False,,False,-30.0049385522234,6.998176738260451,6.683481336432338,0.0,-1.5009219858533234,fixture
H-AR-01,House,AR,False,,False,-38.51620077167704,6.936467543585824,6.705654867709151,0.0,-1.5009219858533234,fixture
H-AR-02,House,AR,True,1.0,False,-7.194075794183061,4.998030843980058,4.5565300157209085,0.41630257122279113,-1.5009219858533234,fixture
H-AR-03,House,AR,False,,False,-24.646619623708414,7.113747332694875,6.812676430779049,0.0,-1.5009219858533234,fixture
H-AR-04,House,AR,False,,False,-34.14981862821215,7.279938995702684,6.961236962851555,0.0,-1.5009219858533234,fixture
H-CA-01,House,CA,True,1.0,True,-5.588165770073391,6.225988604266892,5.8806040112932605,0.8393677939480497,-1.5009219858533234,fixture
H-CA-02,House,CA,False,,True,31.32340075852805,15.757612510736307,15.638173054445211,0.0,-1.5009219858533234,fixture
H-CA-03,House,CA,True,1.0,True,5.855533180118882,5.07456257122009,4.594215528625798,0.8932880134733665,-1.5009219858533234,fixture
H-CA-04,House,CA,False,,True,31.37021472048275,15.660232928007321,15.5143981904396,0.0,-1.5009219858533234,fixture
H-CA-05,House,CA,False,,True,24.26936511396235,15.40116098888491,15.335016883759938,0.0,-1.5009219858533234,fixture
H-CA-06,House,CA,False,,True,31.219453510013825,15.759881014480301,15.644187274806914,0.0,-1.5009219858533234,fixture
H-CA-07,House,CA,False,,True,31.208150761896015,15.633214248849775,15.540668234454708,0.0,-1.5009219858533234,fixture
H-CA-08,House,CA,False,,True,30.864303608782844,15.509286545579064,15.436283344341463,0.0,-1.5009219858533234,fixture
H-CA-09,House,CA,False,,True,31.031409238570042,15.939342173286033,15.8775233249056,0.0,-1.5009219858533234,fixture
H-CA-10,House,CA,False,,True,31.304886278635117,16.200843242490368,16.03538472228773,0.0,-1.5009219858533234,fixture
H-CA-11,House,CA,False,,True,31.080488993270755,15.678664408039204,15.616410749863068,0.0,-1.5009219858533234,fixture
H-CA-12,House,CA,False,,True,31.133119086655917,16.005716203104956,15.901280732762782,0.0,-1.5009219858533234,fixture
H-CA-13,House,CA,True,3.0,True,11.481205701806172,3.8561175464862414,3.238139817083197,0.9383807356538085,-1.5009219858533234,fixture
H-CA-14,House,CA,False,,True,31.359323939563165,16.41652861729673,16.31067559963726,0.0,-1.5009219858533234,fixture
H-CA-15,House,CA,False,,True,30.968210128767506,15.928898851291216,15.857930225778304,0.0,-1.5009219858533234,fixture
H-CA-16,House,CA,False,,True,30.663156365735748,15.371182595976686,15.206817962495652,0.0,-1.5009219858533234,fixture
H-CA-17,House,CA,False,,True,31.200335705257906,15.95833763113992,15.84143496589198,0.0,-1.5009219858533234,fixture
H-CA-18,House,CA,False,,True,31.531066364142784,15.9737921215028,15.886984827638152,0.0,-1.5009219858533234,fixture
H-CA-19,House,CA,False,,True,30.993376522302857,15.956190998692694,15.85010313177195,0.0,-1.5009219858533234,fixture
H-CA-20,House,CA,False,,True,24.239178628352512,15.198455232067321,15.16607071446205,0.0,-1.5009219858533234,fixture
H-CA-21,House,CA,False,,True,30.946930840099924,15.776996468346308,15.592372485515382,0.0,-1.5009219858533234,fixture
H-CA-22,House,CA,False,,True,23.76506784902364,15.759342036169691,15.691373323794648,0.0,-1.5009219858533234,fixture
H-CA-23,House,CA,True,2.0,True,-3.8874194082701674,4.314499895270754,3.701668933698526,0.9228604845545924,-1.5009219858533234,fixture
H-CA-24,House,CA,False,,True,31.31471721072883,15.36668337343281,15.253687317812375,0.0,-1.5009219858533234,fixture
H-CA-25,House,CA,False,,True,31.40796055230367,16.003625570058393,15.882543122012047,0.0,-1.5009219858533234,fixture
H-CA-26,House,CA,False,,True,31.028962694159514,15.86856930146539,15.746600225264455,0.0,-1.5009219858533234,fixture
H-CA-27,House,CA,True,1.0,True,18.83893308227685,6.6679381554463975,6.413724002168199,0.8157535591514197,-1.5009219858533234,fixture
H-CA-28,House,CA,False,,True,30.922093357822092,16.24585585977527,16.115677289240164,0.0,-1.5009219858533234,fixture
H-CA-29,House,CA,False,,True,30.981417249315854,15.944124041223299,15.861486129524868,0.0,-1.5009219858533234,fixture
H-CA-30,House,CA,False,,True,31.191603752971357,15.964684659192756,15.84626743972497,0.0,-1.5009219858533234,fixture
H-CA-31,House,CA,False,,True,31.055599025390272,15.708391624490105,15.59523817697312,0.0,-1.5009219858533234,fixture
H-CA-32,House,CA,False,,True,31.331210292331296,15.739183666805706,15.594849928325761,0.0,-1.5009219858533234,fixture
H-CA-33,House,CA,False,,True,30.96998213250765,15.639101745908752,15.497141503929562,0.0,-1.5009219858533234,fixture
H-CA-34,House,CA,False,,True,30.51803196249042,15.491932969853547,15.45108720129689,0.0,-1.5009219858533234,fixture
H-CA-35,House,CA,False,,True,30.946070346583472,16.319098276132138,16.207212907298047,0.0,-1.5009219858533234,fixture
H-CA-36,House,CA,False,,True,30.791391878850607,15.774403050494298,15.692906492512924,0.0,-1.5009219858533234,fixture
H-CA-37,House,CA,False,,True,30.590288643442406,15.897206306179196,15.764124706775753,0.0,-1.5009219858533234,fixture
H-CA-38,House,CA,False,,True,30.730499664270777,16.16964333554506,15.985305452394527,0.0,-1.5009219858533234,fixture
H-CA-39,House,CA,False,,True,31.123332054580676,15.72602852764538,15.613935669825413,0.0,-1.5009219858533234,fixture
H-CA-40,House,CA,True,7.0,True,6.16195927432796,3.4687769542967133,2.713747246044725,0.9501381105710995,-1.5009219858533234,fixture
H-CA-41,House,CA,True,3.0,True,0.35912964179429097,4.405903076188627,3.8920526025765585,0.9195574444635765,-1.5009219858533234,fixture
H-CA-42,House,CA,False,,True,31.027748425406546,15.83663609794825,15.66276420933507,0.0,-1.5009219858533234,fixture
H-CA-43,House,CA,False,,True,31.33359928984528,16.074674570621443,16.00047260809861,0.0,-1.5009219858533234,fixture
H-CA-44,House,CA,False,,True,30.960283002954824,15.535226634513961,15.384950069299988,0.0,-1.5009219858533234,fixture
H-CA-45,House,CA,True,2.0,True,8.799093133669565,4.674793805262962,4.151855239296185,0.9094390643918756,-1.5009219858533234,fixture
H-CA-46,House,CA,False,,True,31.216146637231997,15.762264984469141,15.633208163260532,0.0,-1.5009219858533234,fixture
H-CA-47,House,CA,True,3.0,True,19.09638139028729,4.157009861905807,3.5901925844275273,0.9283892717140994,-1.5009219858533234,fixture
H-CA-48,House,CA,False,,True,24.217115148196047,15.932417090583472,15.82267513212629,0.0,-1.5009219858533234,fixture
H-CA-49,House,CA,False,,True,31.40996485302314,16.13017713917835,15.99090575382139,0.0,-1.5009219858533234,fixture
H-CA-50,House,CA,False,,True,30.55818918198601,15.621618680209473,15.49310328832144,0.0,-1.5009219858533234,fixture
H-CA-51,House,CA,False,,True,30.96884043474146,16.00920755617991,15.878548225821145,0.0,-1.5009219858533234,fixture
