date,mean,sd,filtered_mean,filtered_sd,provenance
2026-02-18,3.4385791276305944,0.9303829893982429,0.0,25.000199999200007,fixture
2026-02-19,3.4386341440163743,0.9250081331225374,0.0,25.000399996800052,fixture
2026-02-20,3.4386891604021543,0.9196016888698678,0.0,25.000599992800172,fixture
2026-02-21,3.4387441767879343,0.9141630961979045,0.0,25.00079998720041,fixture
2026-02-22,3.4387991931737143,0.9086917778742173,0.0,25.0009999800008,fixture
2026-02-23,3.4388542095594943,0.9031871391635917,0.0,25.00119997120138,fixture
2026-02-24,3.4389092259452743,0.8976485670758287,0.0,25.001399960802193,fixture
2026-02-25,3.4389642423310542,0.8920754295709479,0.0,25.001599948803275,fixture
2026-02-26,3.4390192587168342,0.8864670747204592,0.0,25.001799935204662,fixture
2026-02-27,3.4390742751026138,0.8808228298194021,0.0,25.001999920006398,fixture
2026-02-28,3.4391292914883937,0.8751420004473703,0.0,25.002199903208517,fixture
2026-03-01,3.4391843078741737,0.8694238694740509,0.0,25.002399884811055,fixture
2026-03-02,3.4392393242599533,0.8636676960056989,0.0,25.002599864814055,fixture
2026-03-03,3.4392943406457333,0.8578727142674454,0.0,25.002799843217556,fixture
2026-03-04,3.4393493570315132,0.8520381324175793,0.0,25.002999820021593,fixture
2026-03-05,3.439404373417293,0.8461631312879527,0.0,25.00319979522621,fixture
2026-03-06,3.439459389803073,0.840246863044826,0.0,25.003399768831436,fixture
2026-03-07,3.439514406188853,0.8342884497645575,0.0,25.003599740837316,fixture
2026-03-08,3.439569422574633,0.8282869819168324,0.0,25.003799711243886,fixture
2026-03-09,3.439624438960413,0.8222415167476537,0.0,25.003999680051187,fixture
2026-03-10,3.439679455346193,0.8161510765552599,0.0,25.004199647259256,fixture
2026-03-11,3.439734471731973,0.8100146468487418,0.0,25.004399612868127,fixture
2026-03-12,3.439789488117753,0.8038311743799368,0.0,25.004599576877848,fixture
2026-03-13,3.439844504503533,0.7975995650380282,10.207967802745854,4.35744563272238,fixture
2026-03-14,3.4362799578149072,0.7917260069852277,8.926727804007816,3.2006611556318214,fixture
2026-03-15,3.430920407254547,0.7861581759306507,8.926727804007816,3.2022229518211915,fixture
2026-03-16,3.4255608566941866,0.7805388884883279,8.926727804007816,3.2037839866586553,fixture
2026-03-17,3.420201306133827,0.7748670251835029,5.055430398279507,2.646491967592262,fixture
2026-03-18,3.4178665719362264,0.7694935837900289,5.055430398279507,2.648380587175937,fixture
2026-03-19,3.4155318377386257,0.7640652699736036,4.832406237409433,2.226428144032198,fixture
2026-03-20,3.412673497079968,0.7590345099226776,4.832406237409433,2.2286727621027405,fixture
2026-03-21,3.4098151564213106,0.7539465779333608,4.832406237409433,2.2309151217692387,fixture
2026-03-22,3.406956815762653,0.7488003085946442,4.832406237409433,2.233155229834831,fixture
2026-03-23,3.4040984751039955,0.743594490683992,4.832406237409433,2.2353930930685677,fixture
2026-03-24,3.401240134445338,0.7383278646034424,4.74119875029983,1.9239222247695538,fixture
2026-03-25,3.397620069496411,0.7335192298932987,4.74119875029983,1.9265193295065142,fixture
2026-03-26,3.3940000045474843,0.7286472470552087,4.74119875029983,1.9291129378453271,fixture
2026-03-27,3.3903799395985574,0.7237106367212708,4.74119875029983,1.9317030638693486,fixture
2026-03-28,3.3867598746496306,0.7187080671666196,4.982206903748345,1.7895672406620369,fixture
2026-03-29,3.3817780739710233,0.7139614195242717,4.982206903748345,1.7923590345828417,fixture
2026-03-30,3.376796273292416,0.7091460736281425,4.982206903748345,1.795146486738822,fixture
2026-03-31,3.3718144726138086,0.7042606203172743,4.982206903748345,1.7979296173239752,fixture
2026-04-01,3.3668326719352013,0.699303590246394,3.942599485018558,1.6479810120568636,fixture
2026-04-02,3.3647126408845294,0.694691731818356,3.942599485018558,1.651012239839537,fixture
2026-04-03,3.3625926098338574,0.6900052981389343,3.942599485018558,1.6540379125340399,fixture
2026-04-04,3.3604725787831855,0.6852427591303213,3.942599485018558,1.6570580605699863,fixture
2026-04-05,3.358352547732513,0.6804025166759708,3.942599485018558,1.6600727141001879,fixture
2026-04-06,3.3562325166818407,0.6754829004017616,3.942599485018558,1.6630819030041677,fixture
2026-04-07,3.354112485631169,0.6704821631103107,4.598716705126438,1.5241751520065494,fixture
2026-04-08,3.348754993836601,0.6658692263551328,4.598716705126438,1.5274520922091754,fixture
2026-04-09,3.3433975020420332,0.6611716042643545,4.598716705126438,1.5307220172174265,fixture
2026-04-10,3.3380400102474654,0.6563874786170377,4.598716705126438,1.5339849718932017,fixture
2026-04-11,3.332682518452898,0.6515149438086432,4.064115477858132,1.3955933912600842,fixture
2026-04-12,3.3289271139908556,0.6471400994534974,4.064115477858132,1.3991715097616955,fixture
2026-04-13,3.325171709528813,0.6426730020295839,4.064115477858132,1.4027405012078402,fixture
2026-04-14,3.3214163050667707,0.6381117140885949,3.0094792223386486,1.2794462132432025,fixture
2026-04-15,3.3233218664351716,0.6341257837621836,3.2030914489582756,1.2324043028703555,fixture
2026-04-16,3.324113470367996,0.6303667215493489,3.5885692174954404,1.1401164547568305,fixture
2026-04-17,3.322078984946688,0.627234156519916,4.086230686416007,1.0952383154771521,fixture
2026-04-18,3.3157086491278136,0.6244406978575932,4.086230686416007,1.0997940569439488,fixture
2026-04-19,3.309338313308939,0.6215445574420672,4.086230686416007,1.1043310045856856,fixture
2026-04-20,3.3029679774900647,0.6185442929493261,3.888405819340632,1.0376454624864604,fixture
2026-04-21,3.2975306835875973,0.616152547134243,4.022099314862476,1.0104790814100195,fixture
2026-04-22,3.2904344994965453,0.6140184458512807,4.022099314862476,1.0154151732012069,fixture
2026-04-23,3.2833383154054934,0.6117763454109653,3.674350480575541,0.9899299211273261,fixture
2026-04-24,3.279348237576686,0.6097915190050534,3.674350480575541,0.994967963676798,fixture
2026-04-25,3.2753581597478787,0.607696431996531,3.674350480575541,0.9999806241838659,fixture
2026-04-26,3.2713680819190714,0.6054899398312655,3.497829088962216,0.9761729236548231,fixture
2026-04-27,3.268991570422768,0.6035297643995795,3.208106310802034,0.9541124763465979,fixture
2026-04-28,3.269660396214727,0.6018179353938257,3.7238748244649544,0.9122302878929424,fixture
2026-04-29,3.2642021647281676,0.6006842841531832,3.7238748244649544,0.9176949918950417,fixture
2026-04-30,3.2587439332416084,0.599435281276483,3.7238748244649544,0.923127346658759,fixture
2026-05-01,3.253285701755049,0.5980702040671059,3.7238748244649544,0.928527919962152,fixture
2026-05-02,3.24782747026849,0.5965882557427544,3.6828964005567415,0.8783928515789804,fixture
2026-05-03,3.2421887508543206,0.595880423977152,3.6828964005567415,0.8840667405264451,fixture
2026-05-04,3.236550031440151,0.5950544282875642,3.6828964005567415,0.8897044462657545,fixture
2026-05-05,3.230911312025982,0.5941097758213801,3.76975993565683,0.8711080594350801,fixture
2026-05-06,3.223810259677648,0.5934634466811795,3.76975993565683,0.8768290889407987,fixture
2026-05-07,3.2167092073293144,0.5926975039348609,3.570767515992114,0.8592005803763582,fixture
2026-05-08,3.2119131356303066,0.5922300940240545,3.3187205934328268,0.8227218131568551,fixture
2026-05-09,3.210335177214179,0.5924768039308302,3.3187205934328268,0.8287769192274259,fixture
2026-05-10,3.2087572187980515,0.5926033017813871,3.3187205934328268,0.8347881059551,fixture
2026-05-11,3.207179260381924,0.5926096645567563,3.3187205934328268,0.840756315375688,fixture
2026-05-12,3.2056013019657965,0.5924958961273066,3.3187205934328268,0.8466824563223826,fixture
2026-05-13,3.204023343549669,0.5922619272645239,3.3187205934328268,0.8525674060413659,fixture
2026-05-14,3.2024453851335415,0.5919076154301746,3.3187205934328268,0.858412011707725,fixture
2026-05-15,3.200867426717414,0.591432744341351,3.3187205934328268,0.8642170918490928,fixture
2026-05-16,3.1992894683012865,0.5908370233082957,3.3187205934328268,0.869983437683789,fixture
2026-05-17,3.197711509885159,0.5901200863402571,3.3187205934328268,0.8757118143796527,fixture
2026-05-18,3.1961335514690314,0.5892814910129256,3.3187205934328268,0.8814029622392379,fixture
2026-05-19,3.194555593052904,0.5883207170892081,3.3187205934328268,0.8870575978165698,fixture
2026-05-20,3.1929776346367764,0.5872371648832034,3.3187205934328268,0.8926764149702305,fixture
2026-05-21,3.191399676220649,0.5860301533552045,3.30847862174761,0.882338503133848,fixture
2026-05-22,3.1898958129938424,0.5849634289428495,3.30847862174761,0.887987181277117,fixture
2026-05-23,3.188391949767036,0.5837717998639226,3.30847862174761,0.893600153375367,fixture
2026-05-24,3.18688808654023,0.5824544995009374,3.30847862174761,0.8991780880962789,fixture
2026-05-25,3.1853842233134237,0.5810106730673261,3.123065061539191,0.8730023802243001,fixture
2026-05-26,3.1862019171939964,0.5799646155352122,3.123065061539191,0.8787110764507828,fixture
2026-05-27,3.187019611074569,0.5787903954644935,3.2727704760099106,0.8692310253219104,fixture
2026-05-28,3.1858846837008574,0.5777474984756996,3.2727704760099106,0.8749643280626814,fixture
2026-05-29,3.184749756327146,0.5765749576881553,3.2727704760099106,0.8806603064645185,fixture
2026-05-30,3.183614828953434,0.5752719803679417,3.25640571275723,0.8689942336725354,fixture
2026-05-31,3.1826509040442517,0.5741326274918015,3.2912348414962924,0.8521286758032979,fixture
2026-06-01,3.181155511451507,0.5732645123306263,3.285176062198811,0.8422823810928074,fixture
2026-06-02,3.1796892759981366,0.5725566322424406,3.285176062198811,0.8481978598766736,fixture
2026-06-03,3.1782230405447662,0.571715550164002,3.3706267917729376,0.8329870396100209,fixture
2026-06-04,3.1754501224199783,0.5711425382090654,3.3706267917729376,0.8389680614649562,fixture
2026-06-05,3.1726772042951903,0.5704353324256415,3.3706267917729376,0.8449067452436786,fixture
2026-06-06,3.1699042861704023,0.5695934329697832,3.3706267917729376,0.8508039775167171,fixture
2026-06-07,3.1671313680456143,0.5686162415550103,2.9514678992436023,0.8407197607647541,fixture
2026-06-08,3.17018259193059,0.5677997076902827,2.9514678992436023,0.8466461575772639,fixture
2026-06-09,3.1732338158155655,0.5668465955306482,2.9514678992436023,0.8525313578633605,fixture
2026-06-10,3.176285039700541,0.5657562148087225,2.854332498985553,0.8293514460167262,fixture
2026-06-11,3.180965781060185,0.5650746865755465,3.0326576714521356,0.8186338349005022,fixture
2026-06-12,3.183178801974612,0.5645888857097962,3.0326576714521356,0.8247189555502545,fixture
2026-06-13,3.1853918228890388,0.563964163117749,3.0316062091264104,0.814291254506572,fixture
2026-06-14,3.1877111188372425,0.5635339607034179,3.2486852114547697,0.8045590042511396,fixture
2026-06-15,3.186769165157876,0.5632972205949157,3.2486852114547697,0.8107497710894436,fixture
2026-06-16,3.185827211478509,0.562920600920958,3.2486852114547697,0.8168936230143955,fixture
2026-06-17,3.1848852577991424,0.5624038206661182,3.504941399239228,0.7891352811347218,fixture
2026-06-18,3.179745729708329,0.5624743531425729,3.5778197991716447,0.7783337098851099,fixture
2026-06-19,3.173174718499807,0.5627996288650011,3.5778197991716447,0.7847313960480481,fixture
2026-06-20,3.1666037072912854,0.5629846536578409,3.2903101283596228,0.776660531298078,fixture
2026-06-21,3.164552876773092,0.5633666922858169,3.2903101283596228,0.7830718874255497,fixture
2026-06-22,3.1625020462548985,0.5636089030926041,3.2903101283596228,0.7894311755157715,fixture
2026-06-23,3.160451215736705,0.5637114663183617,3.309772462985721,0.7830981219366001,fixture
2026-06-24,3.1580162702428662,0.5639642413336885,3.113640470841835,0.7784887560313212,fixture
2026-06-25,3.1587484900978193,0.5643344469859534,3.113640470841835,0.7848851783969384,fixture
2026-06-26,3.1594807099527724,0.5645655430019315,3.182494887885378,0.7743965773164136,fixture
2026-06-27,3.159096942078205,0.5650540633924779,3.182494887885378,0.7808265229610072,fixture
2026-06-28,3.158713174203638,0.5654040049598149,3.131757645943828,0.7731448022781578,fixture
2026-06-29,3.1591641218932796,0.5659505104492021,3.131757645943828,0.779585072515971,fixture
2026-06-30,3.1596150695829213,0.5663590946169857,3.028803619752469,0.7538926353120156,fixture
2026-07-01,3.161916653200365,0.5674269982448392,2.934626045042555,0.7454354776319553,fixture
2026-07-02,3.1660070117049774,0.5687585447291045,2.934626045042555,0.7521130575334942,fixture
2026-07-03,3.17009737020959,0.5699542022171128,3.1928952931498484,0.7490784706553644,fixture
2026-07-04,3.169691075983013,0.5712716786726422,3.1928952931498484,0.75572386173746,fixture
2026-07-05,3.1692847817564362,0.572455051818873,3.254600421725134,0.7379679500091878,fixture
2026-07-06,3.167718197884109,0.5741658525910838,3.280746626233125,0.7355838068018306,fixture
2026-07-07,3.165629270377436,0.5760031518357539,3.280746626233125,0.7423500096511569,fixture
2026-07-08,3.163540342870763,0.5777096250393101,3.3321294392078467,0.7397663797972617,fixture
2026-07-09,3.1604597074630494,0.5795466477660236,3.3321294392078467,0.7464946729068778,fixture
2026-07-10,3.1573790720553356,0.5812552297107032,3.3321294392078467,0.7531628619882598,fixture
2026-07-11,3.154298436647622,0.5828365004447482,3.3321294392078467,0.7597725295628596,fixture
2026-07-12,3.151217801239908,0.5842914935978031,3.3321294392078467,0.7663251899020065,fixture
2026-07-13,3.1481371658321944,0.585621150391833,3.0997251449691747,0.7611962355977316,fixture
2026-07-14,3.1489726917921104,0.5871281603198126,3.0997251449691747,0.7677367446515488,fixture
2026-07-15,3.1498082177520264,0.5885116418662283,3.080936593771138,0.7608065783690827,fixture
2026-07-16,3.150998066630232,0.5901217988032165,3.080936593771138,0.7673504086723817,fixture
2026-07-17,3.1521879155084376,0.5916102978128117,3.080936593771138,0.7738389042233992,fixture
2026-07-18,3.153377764386643,0.5929780550562924,3.080936593771138,0.7802734454597768,fixture
2026-07-19,3.154567613264849,0.5942259042849635,3.080936593771138,0.7866553563598683,fixture
2026-07-20,3.1557574621430544,0.5953545994724334,3.080936593771138,0.7929859076236294,fixture
2026-07-21,3.15694731102126,0.5963648171609726,3.080936593771138,0.7992663196267382,fixture
2026-07-22,3.1581371598994656,0.5972571585394842,3.1050280309024623,0.7877534231369285,fixture
2026-07-23,3.158992992017486,0.5984515612435515,3.254407608209221,0.7770540568665903,fixture
2026-07-24,3.15741279061342,0.5999497007356516,3.254407608209221,0.783462192637798,fixture
2026-07-25,3.155832589209354,0.6013320641210633,3.254407608209221,0.7898183381593683,fixture
2026-07-26,3.154252387805288,0.6025994481716248,3.254407608209221,0.7961237386818875,fixture
2026-07-27,3.152672186401222,0.6037525769739971,3.254407608209221,0.8023795905260964,fixture
2026-07-28,3.151091984997156,0.6047921040639379,3.4454911886849007,0.7646793799765905,fixture
2026-07-29,3.146057235441266,0.6068115051442612,3.4583443953925466,0.7555423340327406,fixture
2026-07-30,3.1405866157901934,0.6091460595339586,3.4583443953925466,0.7621313656553189,fixture
2026-07-31,3.135115996139121,0.6113700021166353,3.4583443953925466,0.7686639177921919,fixture
