race_id,office,state,polled,n_polls,weak_lean,hier_margin,hier_sd,hier_sd_idio,poll_weight_in_hier,fund_margin,fund_sd_idio,fund_nat_loading,nat_fund_sd,rating,rating_margin,rating_sd,rating_pwin,w_hier,w_fund,w_rating,blend_margin,blend_sd_idio,p_dem_marginal,provenance
H-AL-01,House,AL,False,,False,-27.97982613279642,6.900653368060201,6.666128459161813,0.0,-26.817419064369897,6.541917181697197,0.7867245413787479,4.440649767681397,Safe R,-36.37381687252061,23.828041042540573,0.0002525252525252819,0.11545037360314417,0.8671217182255274,0.017427908171328468,-27.11816741814781,7.334338095377545,0.0017263304675182432,fixture
H-AL-02,House,AL,False,,False,-22.81937518441747,7.134780252053549,6.845484427590446,0.0,-21.56985282510308,6.541917181697197,0.7867245413787479,4.440649767681397,Safe R,-36.37381687252061,23.828041042540573,0.0002525252525252819,0.11545037360314417,0.8671217182255274,0.017427908171328468,-21.97211277430145,7.5002030569056055,0.009741379228419977,fixture
H-AL-03,House,AL,False,,False,-34.69302016219142,7.212506234813647,6.9237858964275105,0.0,-33.71360600181576,6.541917181697197,0.7867245413787479,4.440649767681397,Safe R,-36.37381687252061,23.828041042540573,0.0002525252525252819,0.11545037360314417,0.8671217182255274,0.017427908171328468,-33.87304164331435,7.262801348621371,0.00011889821815367042,fixture
H-AL-04,House,AL,False,,False,-59.133903783224895,7.059453332572256,6.718573439377398,0.0,-57.98689867721686,6.541917181697197,0.7867245413787479,4.440649767681397,Safe R,-36.37381687252061,23.828041042540573,0.0002525252525252819,0.11545037360314417,0.8671217182255274,0.017427908171328468,-57.742650040238544,7.774937961951335,9.940190175843342e-10,fixture
H-AL-05,House,AL,False,,False,-28.34338482064944,7.159319326487215,6.82007607737095,0.0,-27.15873519808338,6.541917181697197,0.7867245413787479,4.440649767681397,Safe R,-36.37381687252061,23.828041042540573,0.0002525252525252819,0.11545037360314417,0.8671217182255274,0.017427908171328468,-27.456103036810845,7.343609330883959,0.0015463510708524498,fixture
H-AL-06,House,AL,False,,False,-31.825599878907944,6.964292951793395,6.719711963467811,0.0,-30.76981549270165,6.541917181697197,0.7867245413787479,4.440649767681397,Safe R,-36.37381687252061,23.828041042540573,0.0002525252525252819,0.11545037360314417,0.8671217182255274,0.017427908171328468,-30.989372215973017,7.269524325376287,0.0003893438247577415,fixture
H-AL-07,House,AL,False,,False,35.905451141499015,7.05649986439969,6.729981517337917,0.0,36.96368173042082,6.541917181697197,0.7867245413787479,4.440649767681397,Safe D,36.37381687252061,23.828041042540573,0.9997474747474747,0.11545037360314417,0.8671217182255274,0.017427908171328468,36.83122850299454,7.235463487452552,0.9999690384413202,fixture
H-AK-01,House,AK,True,1.0,False,-7.05840950551304,4.911471602738284,4.469566441294738,0.4363452241713405,-10.7701800933498,6.541917181697197,0.7867245413787479,4.440649767681397,Likely R,-8.311389359756497,10.0,0.0627450980392158,0.7576079054256301,0.24239209457368874,6.811836386463726e-13,-7.958113352876657,5.295125655910271,0.14224541554702164,fixture
H-AZ-01,House,AZ,True,2.0,False,-9.300546837121626,4.068284276308966,3.4704607491973056,0.6132658703182108,-3.152346208051002,6.541917181697197,0.7867245413787479,4.440649767681397,Lean R,-4.0064647903488435,8.0,0.1773584905660377,0.7576079054256301,0.24239209457368874,6.811836386463726e-13,-7.81027160877832,5.1419715637101415,0.14269852013648737,fixture
H-AZ-02,House,AZ,True,1.0,False,-11.880399430326637,5.18749932704796,4.757607178039305,0.3712094253966379,-11.23020997437515,6.541917181697197,0.7867245413787479,4.440649767681397,Safe R,-36.37381687252061,23.828041042540573,0.0002525252525252819,0.7576079054256301,0.24239209457368874,6.811836386463726e-13,-11.722798646245513,5.25352572364743,0.057289401089266306,fixture
H-AZ-03,House,AZ,False,,False,49.68058771703855,7.081218525867233,6.776635708266129,0.0,51.47832810500353,6.541917181697197,0.7867245413787479,4.440649767681397,Safe D,36.37381687252061,23.828041042540573,0.9997474747474747,0.11545037360314417,0.8671217182255274,0.017427908171328468,51.007538270839,7.512287542003172,0.99999996982692,fixture
H-AZ-04,House,AZ,True,5.0,False,4.324494092428497,3.296803505811408,2.5473684648206087,0.7460337285276488,11.292751036697195,6.541917181697197,0.7867245413787479,4.440649767681397,Toss-up,0.0,8.0,0.5,0.7576079054256301,0.24239209457368874,6.811836386463726e-13,6.013544488674492,4.92002091893673,0.7984868473693938,fixture
H-AZ-05,House,AZ,False,,False,-21.419859588895957,7.1617437143208535,6.8104358355066985,0.0,-19.51321241300546,6.541917181697197,0.7867245413787479,4.440649767681397,Safe R,-36.37381687252061,23.828041042540573,0.0002525252525252819,0.11545037360314417,0.8671217182255274,0.017427908171328468,-20.02718060802492,7.580886076930339,0.017220347660891627,fixture
H-AZ-06,House,AZ,True,2.0,False,-7.783137588634373,4.476697087908421,3.9824413229698705,0.531720296448192,-3.54705530767115,6.541917181697197,0.7867245413787479,4.440649767681397,Lean R,-4.0064647903488435,8.0,0.1773584905660377,0.7576079054256301,0.24239209457368874,6.811836386463726e-13,-6.756344731762636,5.067977090000016,0.175956982132483,fixture
H-AZ-07,House,AZ,False,,False,33.60817304483566,6.91901427094122,6.668318559820266,0.0,35.33034236427581,6.541917181697197,0.7867245413787479,4.440649767681397,Safe D,36.37381687252061,23.828041042540573,0.9997474747474747,0.11545037360314417,0.8671217182255274,0.017427908171328468,35.14970285084738,7.243445168125831,0.9999332433698939,fixture
H-AZ-08,House,AZ,True,1.0,False,-19.93696417821831,5.0243723831940095,4.570321139090917,0.4101337393162561,-17.280227521017117,6.541917181697197,0.7867245413787479,4.440649767681397,Safe R,-36.37381687252061,23.828041042540573,0.0002525252525252819,0.7576079054256301,0.24239209457368874,6.811836386463726e-13,-19.29299221515981,5.243522689872425,0.004598174829494512,fixture
H-AZ-09,House,AZ,False,,False,-30.0049385522234,6.998176738260451,6.683481336432338,0.0,-28.169372984925364,6.541917181697197,0.7867245413787479,4.440649767681397,Safe R,-36.37381687252061,23.828041042540573,0.0002525252525252819,0.11545037360314417,0.8671217182255274,0.017427908171328468,-28.524276010112818,7.321083852515284,0.0010371748335104207,fixture
H-AR-01,House,AR,False,,False,-38.51620077167704,6.936467543585824,6.705654867709151,0.0,-37.77722836899184,6.541917181697197,0.7867245413787479,4.440649767681397,Safe R,-36.37381687252061,23.828041042540573,0.0002525252525252819,0.11545037360314417,0.8671217182255274,0.017427908171328468,-37.838084482277175,7.231186440810839,1.9245073669477273e-05,fixture
H-AR-02,House,AR,True,1.0,False,-7.194075794183061,4.998030843980058,4.5565300157209085,0.41630257122279113,-12.897639563995462,6.541917181697197,0.7867245413787479,4.440649767681397,Safe R,-36.37381687252061,23.828041042540573,0.0002525252525252819,0.7576079054256301,0.24239209457368874,6.811836386463726e-13,-8.576574562902369,5.663644891815804,0.13292845435623474,fixture
H-AR-03,House,AR,False,,False,-24.646619623708414,7.113747332694875,6.812676430779049,0.0,-23.901651396241693,6.541917181697197,0.7867245413787479,4.440649767681397,Safe R,-36.37381687252061,23.828041042540573,0.0002525252525252819,0.11545037360314417,0.8671217182255274,0.017427908171328468,-24.205022011043404,7.419329740532759,0.004780588529296984,fixture
H-AR-04,House,AR,False,,False,-34.14981862821215,7.279938995702684,6.961236962851555,0.0,-33.55825278970359,6.541917181697197,0.7867245413787479,4.440649767681397,Safe R,-36.37381687252061,23.828041042540573,0.0002525252525252819,0.11545037360314417,0.8671217182255274,0.017427908171328468,-33.675618679056086,7.263913893049773,0.00012945078338686436,fixture
H-CA-01,House,CA,True,1.0,True,-5.588165770073391,6.225988604266892,5.8806040112932605,0.8393677939480497,27.192228073088632,8.876749428263986,0.7867245413787479,4.440649767681397,Safe R,-36.37381687252061,23.828041042540573,0.0002525252525252819,0.7576079054256301,0.24239209457368874,6.811836386463726e-13,2.357542554500132,15.576523371314803,0.5569558895778934,fixture
H-CA-02,House,CA,False,,True,31.32340075852805,15.757612510736307,15.638173054445211,0.0,34.133525299557704,8.876749428263986,0.7867245413787479,4.440649767681397,Safe D,36.37381687252061,23.828041042540573,0.9997474747474747,0.11545037360314417,0.8671217182255274,0.017427908171328468,33.848138967235066,10.362086543277902,0.9979150366482775,fixture
H-CA-03,House,CA,True,1.0,True,5.855533180118882,5.07456257122009,4.594215528625798,0.8932880134733665,30.662876686323166,8.876749428263986,0.7867245413787479,4.440649767681397,Lean R,-4.0064647903488435,8.0,0.1773584905660377,0.7576079054256301,0.24239209457368874,6.811836386463726e-13,11.868637133390017,12.169720599517948,0.8139433887361183,fixture
H-CA-04,House,CA,False,,True,31.37021472048275,15.660232928007321,15.5143981904396,0.0,34.133525299557704,8.876749428263986,0.7867245413787479,4.440649767681397,Safe D,36.37381687252061,23.828041042540573,0.9997474747474747,0.11545037360314417,0.8671217182255274,0.017427908171328468,33.853543656632574,10.339274867178387,0.9979497803004485,fixture
H-CA-05,House,CA,False,,True,24.26936511396235,15.40116098888491,15.335016883759938,0.0,27.192228073088632,8.876749428263986,0.7867245413787479,4.440649767681397,Safe R,-36.37381687252061,23.828041042540573,0.0002525252525252819,0.11545037360314417,0.8671217182255274,0.017427908171328468,25.746959258340098,13.216978614869664,0.9632728611897985,fixture
H-CA-06,House,CA,False,,True,31.219453510013825,15.759881014480301,15.644187274806914,0.0,34.133525299557704,8.876749428263986,0.7867245413787479,4.440649767681397,Likely D,8.311389359756497,10.0,0.9372549019607842,0.11545037360314417,0.8671217182255274,0.017427908171328468,33.347068808802064,10.502713648787221,0.9973920801592246,fixture
H-CA-07,House,CA,False,,True,31.208150761896015,15.633214248849775,15.540668234454708,0.0,34.133525299557704,8.876749428263986,0.7867245413787479,4.440649767681397,Safe D,36.37381687252061,23.828041042540573,0.9997474747474747,0.11545037360314417,0.8671217182255274,0.017427908171328468,33.83483331206613,10.348449224072402,0.9979266985510337,fixture
H-CA-08,House,CA,False,,True,30.864303608782844,15.509286545579064,15.436283344341463,0.0,34.133525299557704,8.876749428263986,0.7867245413787479,4.440649767681397,Safe D,36.37381687252061,23.828041042540573,0.9997474747474747,0.11545037360314417,0.8671217182255274,0.017427908171328468,33.79513602977684,10.341068989000561,0.9979149241816312,fixture
H-CA-09,House,CA,False,,True,31.031409238570042,15.939342173286033,15.8775233249056,0.0,34.133525299557704,8.876749428263986,0.7867245413787479,4.440649767681397,Likely D,8.311389359756497,10.0,0.9372549019607842,0.11545037360314417,0.8671217182255274,0.017427908171328468,33.325359027409945,10.547613008731721,0.9973017643609935,fixture
H-CA-10,House,CA,False,,True,31.304886278635117,16.200843242490368,16.03538472228773,0.0,34.133525299557704,8.876749428263986,0.7867245413787479,4.440649767681397,Safe D,36.37381687252061,23.828041042540573,0.9997474747474747,0.11545037360314417,0.8671217182255274,0.017427908171328468,33.84600146361436,10.432457010717956,0.9978135670132031,fixture
H-CA-11,House,CA,False,,True,31.080488993270755,15.678664408039204,15.616410749863068,0.0,34.133525299557704,8.876749428263986,0.7867245413787479,4.440649767681397,Safe D,36.37381687252061,23.828041042540573,0.9997474747474747,0.11545037360314417,0.8671217182255274,0.017427908171328468,33.82009471318351,10.365420688216146,0.997894653267612,fixture
H-CA-12,House,CA,False,,True,31.133119086655917,16.005716203104956,15.901280732762782,0.0,34.133525299557704,8.876749428263986,0.7867245413787479,4.440649767681397,Safe D,36.37381687252061,23.828041042540573,0.9997474747474747,0.11545037360314417,0.8671217182255274,0.017427908171328468,33.826170877127595,10.413716966922479,0.9978292096622168,fixture
H-CA-13,House,CA,True,3.0,True,11.481205701806172,3.8561175464862414,3.238139817083197,0.9383807356538085,34.133525299557704,8.876749428263986,0.7867245413787479,4.440649767681397,Lean D,4.0064647903488435,8.0,0.8226415094339623,0.7576079054256301,0.24239209457368874,6.811836386463726e-13,16.97194889605269,11.012421914629996,0.9167217483358483,fixture
H-CA-14,House,CA,False,,True,31.359323939563165,16.41652861729673,16.31067559963726,0.0,34.133525299557704,8.876749428263986,0.7867245413787479,4.440649767681397,Safe D,36.37381687252061,23.828041042540573,0.9997474747474747,0.11545037360314417,0.8671217182255274,0.017427908171328468,33.85228631190658,10.480102929588401,0.9977474677392333,fixture
H-CA-15,House,CA,False,,True,30.968210128767506,15.928898851291216,15.857930225778304,0.0,34.133525299557704,8.876749428263986,0.7867245413787479,4.440649767681397,Safe D,36.37381687252061,23.828041042540573,0.9997474747474747,0.11545037360314417,0.8671217182255274,0.017427908171328468,33.80713207632887,10.411141805329239,0.9978219474386313,fixture
H-CA-16,House,CA,False,,True,30.663156365735748,15.371182595976686,15.206817962495652,0.0,34.133525299557704,8.876749428263986,0.7867245413787479,4.440649767681397,Safe D,36.37381687252061,23.828041042540573,0.9997474747474747,0.11545037360314417,0.8671217182255274,0.017427908171328468,33.77191350541781,10.308548369031806,0.9979473863197503,fixture
H-CA-17,House,CA,False,,True,31.200335705257906,15.95833763113992,15.84143496589198,0.0,34.133525299557704,8.876749428263986,0.7867245413787479,4.440649767681397,Safe D,36.37381687252061,23.828041042540573,0.9997474747474747,0.11545037360314417,0.8671217182255274,0.017427908171328468,33.83393106085753,10.401194547882364,0.9978516512905511,fixture
H-CA-18,House,CA,False,,True,31.531066364142784,15.9737921215028,15.886984827638152,0.0,34.133525299557704,8.876749428263986,0.7867245413787479,4.440649767681397,Safe D,36.37381687252061,23.828041042540573,0.9997474747474747,0.11545037360314417,0.8671217182255274,0.017427908171328468,33.87211403898781,10.400084284208427,0.9978749293262859,fixture
