race_id,rating,tier_code,rating_margin,rating_sd,rating_pwin,provenance
G-AK,Safe R,-3.0,-36.37381687252061,23.828041042540573,0.0002525252525252819,fixture
G-AL,Safe R,-3.0,-36.37381687252061,23.828041042540573,0.0002525252525252819,fixture
G-AR,Safe R,-3.0,-36.37381687252061,23.828041042540573,0.0002525252525252819,fixture
G-AZ,Lean R,-1.0,-4.0064647903488435,8.0,0.1773584905660377,fixture
G-CA,Safe D,3.0,36.37381687252061,23.828041042540573,0.9997474747474747,fixture
G-CO,Likely D,2.0,8.311389359756497,10.0,0.9372549019607842,fixture
G-CT,Likely D,2.0,8.311389359756497,10.0,0.9372549019607842,fixture
G-FL,Likely R,-2.0,-8.311389359756497,10.0,0.0627450980392158,fixture
G-GA,Likely R,-2.0,-8.311389359756497,10.0,0.0627450980392158,fixture
G-HI,Safe D,3.0,36.37381687252061,23.828041042540573,0.9997474747474747,fixture
G-IA,Likely R,-2.0,-8.311389359756497,10.0,0.0627450980392158,fixture
G-ID,Safe R,-3.0,-36.37381687252061,23.828041042540573,0.0002525252525252819,fixture
G-IL,Safe D,3.0,36.37381687252061,23.828041042540573,0.9997474747474747,fixture
G-KS,Safe R,-3.0,-36.37381687252061,23.828041042540573,0.0002525252525252819,fixture
G-MA,Safe D,3.0,36.37381687252061,23.828041042540573,0.9997474747474747,fixture
G-MD,Safe D,3.0,36.37381687252061,23.828041042540573,0.9997474747474747,fixture
G-ME,Lean D,1.0,4.0064647903488435,8.0,0.8226415094339623,fixture
G-MI,Toss-up,0.0,0.0,8.0,0.5,fixture
G-MN,Lean D,1.0,4.0064647903488435,8.0,0.8226415094339623,fixture
G-NE,Safe R,-3.0,-36.37381687252061,23.828041042540573,0.0002525252525252819,fixture
G-NH,Toss-up,0.0,0.0,8.0,0.5,fixture
G-NM,Likely D,2.0,8.311389359756497,10.0,0.9372549019607842,fixture
G-NV,Lean R,-1.0,-4.0064647903488435,8.0,0.1773584905660377,fixture
G-NY,Safe D,3.0,36.37381687252061,23.828041042540573,0.9997474747474747,fixture
G-OH,Likely R,-2.0,-8.311389359756497,10.0,0.0627450980392158,fixture
G-OK,Safe R,-3.0,-36.37381687252061,23.828041042540573,0.0002525252525252819,fixture
G-OR,Likely D,2.0,8.311389359756497,10.0,0.9372549019607842,fixture
G-PA,Toss-up,0.0,0.0,8.0,0.5,fixture
G-RI,Safe D,3.0,36.37381687252061,23.828041042540573,0.9997474747474747,fixture
G-SC,Safe R,-3.0,-36.37381687252061,23.828041042540573,0.0002525252525252819,fixture
G-SD,Safe R,-3.0,-36.37381687252061,23.828041042540573,0.0002525252525252819,fixture
G-TN,Safe R,-3.0,-36.37381687252061,23.828041042540573,0.0002525252525252819,fixture
G-TX,Likely R,-2.0,-8.311389359756497,10.0,0.0627450980392158,fixture
G-VT,Safe D,3.0,36.37381687252061,23.828041042540573,0.9997474747474747,fixture
G-WI,Toss-up,0.0,0.0,8.0,0.5,fixture
G-WY,Safe R,-3.0,-36.37381687252061,23.828041042540573,0.0002525252525252819,fixture
H-AK-01,Likely R,-2.0,-8.311389359756497,10.0,0.0627450980392158,fixture
H-AL-01,Safe R,-3.0,-36.37381687252061,23.828041042540573,0.0002525252525252819,fixture
H-AL-02,Safe R,-3.0,-36.37381687252061,23.828041042540573,0.0002525252525252819,fixture
H-AL-03,Safe R,-3.0,-36.37381687252061,23.828041042540573,0.0002525252525252819,fixture
H-AL-04,Safe R,-3.0,-36.37381687252061,23.828041042540573,0.0002525252525252819,fixture
H-AL-05,Safe R,-3.0,-36.37381687252061,23.828041042540573,0.0002525252525252819,fixture
H-AL-06,Safe R,-3.0,-36.37381687252061,23.828041042540573,0.0002525252525252819,fixture
H-AL-07,Safe D,3.0,36.37381687252061,23.828041042540573,0.9997474747474747,fixture
H-AR-01,Safe R,-3.0,-36.37381687252061,23.828041042540573,0.0002525252525252819,fixture
H-AR-02,Safe R,-3.0,-36.37381687252061,23.828041042540573,0.0002525252525252819,fixture
H-AR-03,Safe R,-3.0,-36.37381687252061,23.828041042540573,0.0002525252525252819,fixture
H-AR-04,Safe R,-3.0,-36.37381687252061,23.828041042540573,0.0002525252525252819,fixture
H-AZ-01,Lean R,-1.0,-4.0064647903488435,8.0,0.1773584905660377,fixture
H-AZ-02,Safe R,-3.0,-36.37381687252061,23.828041042540573,0.0002525252525252819,fixture
H-AZ-03,Safe D,3.0,36.37381687252061,23.828041042540573,0.9997474747474747,fixture
H-AZ-04,Toss-up,0.0,0.0,8.0,0.5,fixture
H-AZ-05,Safe R,-3.0,-36.37381687252061,23.828041042540573,0.0002525252525252819,fixture
H-AZ-06,Lean R,-1.0,-4.0064647903488435,8.0,0.1773584905660377,fixture
H-AZ-07,Safe D,3.0,36.37381687252061,23.828041042540573,0.9997474747474747,fixture
H-AZ-08,Safe R,-3.0,-36.37381687252061,23.828041042540573,0.0002525252525252819,fixture
H-AZ-09,Safe R,-3.0,-36.37381687252061,23.828041042540573,0.0002525252525252819,fixture
H-CA-01,Safe R,-3.0,-36.37381687252061,23.828041042540573,0.0002525252525252819,fixture
H-CA-02,Safe D,3.0,36.37381687252061,23.828041042540573,0.9997474747474747,fixture
H-CA-03,Lean R,-1.0,-4.0064647903488435,8.0,0.1773584905660377,fixture
H-CA-04,Safe D,3.0,36.37381687252061,23.828041042540573,0.9997474747474747,fixture
H-CA-05,Safe R,-3.0,-36.37381687252061,23.828041042540573,0.0002525252525252819,fixture
H-CA-06,Likely D,2.0,8.311389359756497,10.0,0.9372549019607842,fixture
H-CA-07,Safe D,3.0,36.37381687252061,23.828041042540573,0.9997474747474747,fixture
H-CA-08,Safe D,3.0,36.37381687252061,23.828041042540573,0.9997474747474747,fixture
H-CA-09,Likely D,2.0,8.311389359756497,10.0,0.9372549019607842,fixture
H-CA-10,Safe D,3.0,36.37381687252061,23.828041042540573,0.9997474747474747,fixture
H-CA-11,Safe D,3.0,36.37381687252061,23.828041042540573,0.9997474747474747,fixture
H-CA-12,Safe D,3.0,36.37381687252061,23.828041042540573,0.9997474747474747,fixture
H-CA-13,Lean D,1.0,4.0064647903488435,8.0,0.8226415094339623,fixture
H-CA-14,Safe D,3.0,36.37381687252061,23.828041042540573,0.9997474747474747,fixture
H-CA-15,Safe D,3.0,36.37381687252061,23.828041042540573,0.9997474747474747,fixture
H-CA-16,Safe D,3.0,36.37381687252061,23.828041042540573,0.9997474747474747,fixture
H-CA-17,Safe D,3.0,36.37381687252061,23.828041042540573,0.9997474747474747,fixture
H-CA-18,Safe D,3.0,36.37381687252061,23.828041042540573,0.9997474747474747,fixture
H-CA-19,Safe D,3.0,36.37381687252061,23.828041042540573,0.9997474747474747,fixture
H-CA-20,Safe R,-3.0,-36.37381687252061,23.828041042540573,0.0002525252525252819,fixture
H-CA-21,Safe D,3.0,36.37381687252061,23.828041042540573,0.9997474747474747,fixture
H-CA-22,Likely D,2.0,8.311389359756497,10.0,0.9372549019607842,fixture
H-CA-23,Safe R,-3.0,-36.37381687252061,23.828041042540573,0.0002525252525252819,fixture
H-CA-24,Safe D,3.0,36.37381687252061,23.828041042540573,0.9997474747474747,fixture
H-CA-25,Likely D,2.0,8.311389359756497,10.0,0.9372549019607842,fixture
H-CA-26,Safe D,3.0,36.37381687252061,23.828041042540573,0.9997474747474747,fixture
H-CA-27,Lean D,1.0,4.0064647903488435,8.0,0.8226415094339623,fixture
H-CA-28,Safe D,3.0,36.37381687252061,23.828041042540573,0.9997474747474747,fixture
H-CA-29,Safe D,3.0,36.37381687252061,23.828041042540573,0.9997474747474747,fixture
H-CA-30,Safe D,3.0,36.37381687252061,23.828041042540573,0.9997474747474747,fixture
H-CA-31,Safe D,3.0,36.37381687252061,23.828041042540573,0.9997474747474747,fixture
H-CA-32,Safe D,3.0,36.37381687252061,23.828041042540573,0.9997474747474747,fixture
H-CA-33,Safe D,3.0,36.37381687252061,23.828041042540573,0.9997474747474747,fixture
H-CA-34,Safe D,3.0,36.37381687252061,23.828041042540573,0.9997474747474747,fixture
H-CA-35,Safe D,3.0,36.37381687252061,23.828041042540573,0.9997474747474747,fixture
H-CA-36,Safe D,3.0,36.37381687252061,23.828041042540573,0.9997474747474747,fixture
H-CA-37,Safe D,3.0,36.37381687252061,23.828041042540573,0.9997474747474747,fixture
H-CA-38,Safe D,3.0,36.37381687252061,23.828041042540573,0.9997474747474747,fixture
H-CA-39,Safe D,3.0,36.37381687252061,23.828041042540573,0.9997474747474747,fixture
H-CA-40,Lean R,-1.0,-4.0064647903488435,8.0,0.1773584905660377,fixture
H-CA-41,Lean R,-1.0,-4.0064647903488435,8.0,0.1773584905660377,fixture
H-CA-42,Safe D,3.0,36.37381687252061,23.828041042540573,0.9997474747474747,fixture
H-CA-43,Safe D,3.0,36.37381687252061,23.828041042540573,0.9997474747474747,fixture
H-CA-44,Safe D,3.0,36.37381687252061,23.828041042540573,0.9997474747474747,fixture
H-CA-45,Lean D,1.0,4.0064647903488435,8.0,0.8226415094339623,fixture
H-CA-46,Safe D,3.0,36.37381687252061,23.828041042540573,0.9997474747474747,fixture
H-CA-47,Lean D,1.0,4.0064647903488435,8.0,0.8226415094339623,fixture
H-CA-48,Safe R,-3.0,-36.37381687252061,23.828041042540573,0.0002525252525252819,fixture
H-CA-49,Lean D,1.0,4.0064647903488435,8.0,0.8226415094339623,fixture
H-CA-50,Safe D,3.0,36.37381687252061,23.828041042540573,0.9997474747474747,fixture
